LSOA11CD,AverageTravelDistance,AccessibilityViaPublicTransport,OnlineGroceryAvailability
S01009770,13.435,8.182243319,6
S01009771,13.502,8.051570946,6
S01009772,13.485,11.1052126,6
S01009773,13.518,11.35500795,6
S01009774,13.611,15.90623446,6
S01009775,12.695,14.24486284,6
S01009776,13.24,12.93790625,6
S01009777,12.914,13.15671162,6
S01009778,13.121,10.88146898,6
S01009779,13.288,11.2079982,6
S01009780,12.782,13.97389803,6
S01009781,12.809,12.45344891,6
S01009782,12.84,12.67147482,6
S01009783,12.862,12.31481107,6
S01009784,12.888,15.46041005,6
S01009785,12.924,11.48350187,6
S01009786,12.611,11.25869418,6
S01009787,12.712,12.45933103,6
S01009788,12.313,16.60012005,6
S01009789,12.401,13.74871373,6
S01009790,12.377,16.57704293,6
S01009791,12.406,16.13315889,6
S01009792,12.74,14.99495825,6
S01009793,12.985,12.58631073,6
S01009794,12.632,14.91121124,6
S01009795,12.702,14.67299584,6
S01009796,12.839,16.39493164,6
S01009797,12.901,12.27244201,6
S01009798,12.708,14.83880194,6
S01009799,12.208,16.85560142,6
S01009800,12.332,18.65357724,6
S01009801,12.263,17.7323406,6
S01009802,12.397,18.91597358,6
S01009803,12.538,15.24659176,6
S01009804,12.742,15.00382583,6
S01009805,12.582,13.91774168,6
S01009806,12.048,8.162993896,6
S01009807,12.031,10.81293155,6
S01009808,11.994,12.66555011,6
S01009809,12.092,10.69783212,6
S01009810,11.988,8.344368421,6
S01009811,12.056,7.979927093,6
S01009812,12.145,6.051686828,6
S01009813,11.953,10.00547464,6
S01009814,12.073,5.078145833,6
S01009815,12.146,7.836852113,6
S01009816,12.175,6.523148936,6
S01009817,12.565,9.725275362,6
S01009818,12.458,7.173293737,6
S01009819,12.167,2.819676205,6
S01009820,12.325,7.050146138,6
S01009821,12.224,4.705774169,6
S01009822,12.612,11.41692589,6
S01009823,12.573,13.8981044,6
S01009824,12.554,11.27517357,6
S01009825,12.426,9.322316103,6
S01009826,12.406,10.11697595,6
S01009827,12.538,12.7056411,6
S01009828,12.452,9.342529335,6
S01009829,12.283,10.42666753,6
S01009830,12.17,8.638837662,6
S01009831,12.233,7.27877086,6
S01009832,12.29,6.399077767,6
S01009833,11.999,12.31941892,6
S01009834,11.883,13.64343044,6
S01009835,11.809,12.42710076,6
S01009836,11.942,14.4474922,6
S01009837,11.844,14.30487663,6
S01009838,11.826,10.96593131,6
S01009839,11.791,10.18084959,6
S01009840,11.742,11.24267098,6
S01009841,11.683,8.625485258,6
S01009842,11.665,8.38454918,6
S01009843,11.619,8.694851563,6
S01009844,11.615,7.136631763,5
S01009845,11.646,6.189301075,5
S01009846,11.667,9.435930974,6
S01009847,11.767,8.231890756,6
S01009848,11.722,11.35124711,6
S01009849,11.715,8.207690736,6
S01009850,11.834,7.928486917,6
S01009851,11.781,9.313404126,6
S01009852,11.775,13.85405428,6
S01009853,11.972,18.48516553,6
S01009854,12.075,14.11969866,6
S01009855,11.867,18.73354895,6
S01009856,11.798,9.862362205,6
S01009857,11.835,13.86109151,6
S01009858,11.926,13.32227882,6
S01009859,11.504,8.006264451,6
S01009860,11.553,7.250478261,6
S01009861,11.516,7.047402539,6
S01009862,11.487,6.188746619,6
S01009863,11.494,5.051815327,6
S01009864,11.561,5.333211279,6
S01009865,11.536,5.353496659,6
S01009866,11.418,6.381462585,6
S01009867,11.358,5.129127219,6
S01009868,11.388,6.962208158,6
S01009869,11.459,4.721509434,6
S01009870,11.475,4.806727273,6
S01009871,11.46,7.891453252,6
S01009872,11.489,3.402741713,6
S01009873,11.532,10.04978094,6
S01009874,11.647,13.65571565,6
S01009875,11.443,6.421591231,6
S01009876,11.444,8.297839506,6
S01009877,11.459,6.231289063,6
S01009878,11.459,4.180893617,6
S01009879,11.52,12.14758242,6
S01009880,11.512,9.488450439,6
S01009881,11.458,2.998011364,6
S01009882,11.452,5.672598714,6
S01009883,11.476,2.484065534,6
S01009884,11.481,5.912202454,6
S01009885,11.48,5.644137931,6
S01009886,11.459,4.052546125,6
S01009887,11.538,6.350307377,6
S01009888,11.567,5.820403338,6
S01009889,11.577,6.538538084,6
S01009890,11.529,6.383331826,6
S01009891,11.506,5.539901226,6
S01009892,11.498,7.733501884,6
S01009893,11.535,4.830854241,6
S01009894,11.587,7.388435601,6
S01009895,11.538,8.795410912,6
S01009896,11.528,7.260658574,6
S01009897,11.606,6.910228723,6
S01009898,11.569,6.99240016,6
S01009899,11.883,10.44956186,6
S01009900,11.843,9.249237033,6
S01009901,11.807,9.078425926,6
S01009902,11.725,5.52952407,6
S01009903,11.614,9.091345687,6
S01009904,11.767,8.740315689,6
S01009905,11.569,7.302323097,6
S01009906,11.538,3.49946027,6
S01009907,11.509,2.927291399,6
S01009908,11.529,6.429841772,6
S01009909,11.563,6.116675501,6
S01009910,11.562,7.559511278,6
S01009911,11.563,7.416508876,6
S01009912,11.504,8.930582121,6
S01009913,11.649,15.2593185,6
S01009914,11.622,16.27880843,6
S01009915,11.537,11.76262485,6
S01009916,11.637,12.59104061,6
S01009917,11.642,6.690098731,6
S01009918,11.726,9.173794076,6
S01009919,11.641,5.606119199,6
S01009920,11.605,6.956654633,6
S01009921,11.605,5.631196172,6
S01009922,11.766,5.733420276,6
S01009923,11.71,8.058497076,6
S01009924,11.688,4.711276068,6
S01009925,11.718,4.072705167,6
S01009926,11.777,4.210349288,6
S01009927,11.833,10.86142857,6
S01009928,11.771,13.71183411,6
S01009929,11.773,12.37369739,6
S01009930,11.839,11.17995588,6
S01009931,11.739,6.85057257,6
S01009932,11.85,7.069814216,6
S01009933,11.835,9.325654565,6
S01009934,11.917,7.281239177,6
S01009935,11.823,9.967711397,6
S01009936,11.786,8.498209828,6
S01009937,12.029,6.551911488,6
S01009938,12.171,9.716076759,6
S01009939,12.598,12.32018036,6
S01009940,12.754,6.565854241,6
S01009941,12.462,9.819603098,6
S01009942,12.628,7.895401174,6
S01009943,12.777,4.657128419,6
S01009944,12.426,9.290653942,6
S01009945,12.399,9.221334372,6
S01009946,12.314,9.607766871,6
S01009947,12.43,8.448853616,6
S01009948,12.198,10.66697044,6
S01009949,12.102,7.783514007,6
S01009950,12.301,9.704807428,6
S01009951,12.097,9.467977893,6
S01009952,11.996,6.92994884,6
S01009953,12.172,8.08257874,6
S01009954,12.295,9.317220912,6
S01009955,12.108,8.396366337,6
S01009956,12.136,8.0536,6
S01009957,11.945,11.74566447,6
S01009958,11.947,12.216,6
S01009959,12.279,8.659497717,6
S01009960,12.408,5.34267184,6
S01009961,12.217,6.518011869,6
S01009962,12.365,2.934722503,6
S01009963,12.378,5.719488778,6
S01009964,12.216,6.898972973,6
S01009965,12.51,14.56112813,6
S01009966,12.378,13.7202384,6
S01009967,12.247,9.4121598,6
S01009968,12.381,10.77089638,6
S01009969,10.564,19.50847433,6
S01009970,12.651,14.89793076,6
S01009971,13.033,15.60091949,6
S01009972,10.154,14.9224941,6
S01009973,13.079,12.57315862,6
S01009974,12.906,11.14554472,6
S01009975,13.08,11.4434375,6
S01009976,12.959,10.15037755,6
S01009977,12.914,10.75044276,6
S01009978,12.98,11.47442591,6
S01009979,13.113,9.655898973,6
S01009980,12.726,7.220178295,6
S01009981,12.691,10.61959654,6
S01009982,12.607,13.01877913,6
S01009983,12.809,14.11139465,6
S01009984,12.745,13.86549603,6
S01009985,12.838,12.78797967,6
S01009986,12.638,4.718731884,6
S01009987,12.723,6.915477273,6
S01009988,12.598,4.585452716,6
S01009989,12.504,7.68835396,6
S01009990,12.537,9.193614413,6
S01009991,12.505,9.224528125,6
S01009992,12.584,8.779294964,6
S01009993,12.249,11.32975484,6
S01009994,12.35,9.264637931,6
S01009995,12.25,8.199804747,6
S01009996,12.366,5.580766129,6
S01009997,12.254,7.195934783,6
S01009998,12.148,7.980007886,6
S01009999,12.095,12.78749318,6
S01010000,11.968,7.482029221,6
S01010001,12.102,10.2373183,6
S01010002,11.876,6.120449294,6
S01010003,11.978,10.96388343,6
S01010004,12.019,7.96419863,6
S01010005,12.014,6.91885361,6
S01010006,11.891,7.219347826,6
S01010007,11.938,6.017940563,6
S01010008,12.062,7.137556634,6
S01010009,12.102,7.139159173,6
S01010010,12.233,9.78906999,6
S01010011,11.827,3.982863014,6
S01010012,11.946,7.241530249,6
S01010013,11.816,4.305256082,6
S01010014,11.766,3.598526919,6
S01010015,11.78,2.608981595,6
S01010016,11.961,8.124219613,6
S01010017,11.942,8.835942513,6
S01010018,11.847,7.91421164,6
S01010019,11.836,8.620927586,6
S01010020,11.851,8.600855795,6
S01010021,11.702,10.77634615,6
S01010022,11.534,14.33589174,6
S01010023,11.48,10.3815,6
S01010024,11.477,10.72400886,6
S01010025,11.433,8.57,6
S01010026,11.446,8.670707763,6
S01010027,11.433,3.391814159,6
S01010028,11.481,8.883348983,6
S01010029,11.463,9.304640719,6
S01010030,11.422,5.747595092,6
S01010031,11.333,6.383346561,6
S01010032,11.349,8.934791667,6
S01010033,11.487,8.195533586,6
S01010034,11.411,9.162542543,6
S01010035,11.384,11.05547307,6
S01010036,11.34,6.395207286,6
S01010037,11.517,7.777106698,6
S01010038,11.471,9.026265152,6
S01010039,11.407,10.68760373,6
S01010040,11.492,10.54827935,6
S01010041,11.399,11.59510385,6
S01010042,11.519,8.202082192,6
S01010043,11.553,8.032399351,6
S01010044,11.571,9.048474055,6
S01010045,11.6,8.6707,6
S01010046,11.631,9.488942436,6
S01010047,11.634,8.150923913,6
S01010048,11.756,6.886108491,6
S01010049,11.991,5.483184634,5
S01010050,11.885,7.009297583,5
S01010051,11.908,4.873428165,5
S01010052,11.886,2.863842593,5
S01010053,11.64,10.93795693,6
S01010054,11.693,10.52913613,6
S01010055,11.533,5.196536412,6
S01010056,12.179,6.327494457,5
S01010057,12.062,8.617739558,5
S01010058,12.107,9.883072983,5
S01010059,12.198,8.243134087,5
S01010060,12.082,7.324917401,5
S01010061,12.516,6.852215686,5
S01010062,12.433,9.58654,5
S01010063,12.357,9.078353659,5
S01010064,12.341,10.57321558,5
S01010065,12.318,10.76787247,5
S01010066,12.107,11.06763612,5
S01010067,12.086,11.04789474,5
S01010068,11.923,9.348525741,5
S01010069,12.629,7.085392857,5
S01010070,12.646,6.57706015,5
S01010071,12.83,9.256457816,5
S01010072,12.6,6.866262563,5
S01010073,12.666,9.085217949,5
S01010074,13.044,13.21074003,5
S01010075,12.998,16.18576122,5
S01010076,12.954,12.46001458,5
S01010077,12.857,15.55291124,5
S01010078,13.384,18.09603803,5
S01010079,13.196,15.18614843,5
S01010080,13.059,14.39763057,5
S01010081,13.122,11.23706847,5
S01010082,13.147,12.12273837,5
S01010083,13.426,20.27668994,5
S01010084,13.463,17.2908656,5
S01010085,13.386,16.20347368,5
S01010086,13.626,17.58730601,5
S01010087,13.292,14.79377836,5
S01010088,13.782,14.91147273,6
S01010089,13.843,15.98931918,5
S01010090,13.87,16.87960902,5
S01010091,13.623,12.02531755,6
S01010092,13.688,15.09263988,5
S01010093,13.704,17.09556387,5
S01010094,13.714,17.08788937,5
S01010095,13.595,19.2711171,5
S01010096,13.498,18.20027261,5
S01010097,13.276,12.69169388,5
S01010098,13.43,13.15751719,5
S01010099,13.584,15.30469957,5
S01010100,13.952,14.52540632,5
S01010101,13.866,15.1911828,5
S01010102,13.843,16.54928115,5
S01010103,13.75,16.95410164,5
S01010104,14.087,11.76065563,5
S01010105,14.377,10.42720443,5
S01010106,14.242,9.786611991,5
S01010107,14.064,9.422011349,5
S01010108,14.321,12.88377217,5
S01010109,14.381,12.56979295,5
S01010110,13.973,6.808863354,5
S01010111,14.291,9.344368661,5
S01010112,13.966,8.258377239,5
S01010113,13.836,5.18777677,5
S01010114,13.727,4.865984556,5
S01010115,13.516,7.756242089,6
S01010116,13.424,8.049078431,6
S01010117,11.404,8.465957121,5
S01010118,13.38,15.95617257,5
S01010119,13.534,14.15630755,5
S01010120,13.45,13.93483732,5
S01010121,13.569,10.39742593,5
S01010122,13.723,6.184127155,5
S01010123,13.399,16.34544679,5
S01010124,13.21,16.14310759,5
S01010125,13.232,13.27083485,5
S01010126,12.938,13.29069521,5
S01010127,13.142,12.83429435,5
S01010128,13.118,18.56050813,5
S01010129,13.176,17.0133032,5
S01010130,13.275,14.18427284,5
S01010131,12.893,9.633552361,5
S01010132,12.49,10.56617905,5
S01010133,12.524,11.79872721,5
S01010134,12.626,9.458733668,5
S01010135,12.73,12.38305339,5
S01010136,12.821,8.783677379,5
S01010137,12.788,7.470579111,5
S01010138,12.795,10.56658342,5
S01010139,12.621,6.214589844,5
S01010140,12.593,6.262211155,5
S01010141,12.512,2.72739777,5
S01010142,12.392,6.258216783,5
S01010143,12.466,5.178991881,5
S01010144,12.37,10.00276786,5
S01010145,12.331,7.077525707,5
S01010146,12.254,5.950003268,5
S01010147,12.371,5.537644281,5
S01010148,12.108,9.212085459,5
S01010149,12.103,12.43699917,5
S01010150,12.258,12.22796569,5
S01010151,12.354,13.335744,5
S01010152,12.191,11.51020564,6
S01010153,12.326,14.51212009,6
S01010154,12.197,10.2274547,6
S01010155,12.34,12.02914651,6
S01010156,12.458,14.27582743,5
S01010157,12.521,13.81071178,5
S01010158,12.482,13.47930449,5
S01010159,12.802,13.80466667,5
S01010160,12.786,15.91734711,5
S01010161,12.592,13.70605346,5
S01010162,12.814,16.18203901,5
S01010163,12.621,15.18947236,5
S01010164,12.884,14.40954318,5
S01010165,12.954,11.61086922,5
S01010166,13.124,10.76927521,6
S01010167,13.231,11.57316288,6
S01010168,13.17,14.33807312,6
S01010169,13.015,11.54905056,5
S01010170,13.224,10.43089118,6
S01010171,13.258,7.522153179,6
S01010172,12.149,11.77946121,6
S01010173,12.337,14.87167866,6
S01010174,12.462,15.37887171,6
S01010175,12.399,16.97351042,6
S01010176,12.206,13.51735106,6
S01010177,13.011,13.57295103,5
S01010178,12.731,16.00553243,5
S01010179,12.483,14.80024194,6
S01010180,12.405,15.95756696,6
S01010181,12.621,13.30569731,6
S01010182,12.875,15.97462894,6
S01010183,12.665,8.246058315,6
S01010184,12.591,10.15851587,6
S01010185,12.598,8.926086098,6
S01010186,12.869,16.08646832,6
S01010187,13.373,23.64545669,6
S01010188,13.473,11.20760504,6
S01010189,13.356,10.81926742,6
S01010190,13.339,8.556452703,6
S01010191,13.185,9.890054348,6
S01010192,13.097,8.14264672,6
S01010193,13.321,8.486466584,6
S01010194,12.698,13.06194268,6
S01010195,12.567,14.4653484,6
S01010196,13.021,8.850209743,6
S01010197,13.045,8.650886364,6
S01010198,12.932,9.894556962,6
S01010199,12.505,10.73682342,6
S01010200,12.688,12.83513406,6
S01010201,12.542,11.66090202,6
S01010202,12.408,9.251047254,6
S01010203,12.112,12.57557004,6
S01010204,12.232,9.96118125,6
S01010205,12.192,8.350463526,6
S01010206,12.311,13.54309356,6
S01010207,12.305,11.58525707,6
S01010208,11.988,6.521627907,6
S01010209,12.543,8.689306418,6
S01010210,12.405,11.07601695,6
S01010211,12.262,6.318135198,6
S01010212,12.262,8.157834718,6
S01010213,12.298,7.236412338,6
S01010214,12.632,10.22448294,6
S01010215,12.253,8.045329412,6
S01010216,12.481,9.319814815,6
S01010217,12.359,6.884914321,6
S01010218,12.195,7.744825639,6
S01010219,11.675,13.25627237,6
S01010220,11.575,7.916218487,6
S01010221,11.873,5.140760073,6
S01010222,11.889,6.802195122,6
S01010223,11.981,5.949640288,6
S01010224,11.962,7.939425676,6
S01010225,11.953,11.30080973,6
S01010226,11.691,9.510422794,6
S01010227,11.696,12.17372832,6
S01010228,12.168,12.95683453,6
S01010229,12.004,15.10011319,6
S01010230,11.751,14.19082836,6
S01010231,11.659,14.57621175,6
S01010232,11.719,15.9592365,6
S01010233,11.748,16.2076134,6
S01010234,11.746,4.264140957,6
S01010235,11.618,9.912217195,6
S01010236,11.642,6.05419837,6
S01010237,11.717,4.512732919,6
S01010238,11.799,5.708202179,6
S01010239,11.789,6.869202532,6
S01010240,11.808,6.89105644,6
S01010241,11.875,8.754965653,6
S01010242,11.825,8.825422446,6
S01010243,11.895,8.460444063,6
S01010244,11.658,3.874360544,6
S01010245,11.717,8.705147059,5
S01010246,11.944,9.91363258,6
S01010247,12.073,11.16663462,5
S01010248,11.699,5.044268585,6
S01010249,11.715,3.741639222,6
S01010250,11.678,2.567120623,6
S01010251,11.648,4.525203008,6
S01010252,11.622,4.951601438,6
S01010253,11.584,9.39937401,6
S01010254,11.574,5.181935484,6
S01010255,11.62,6.341337047,6
S01010256,11.619,2.555593714,6
S01010257,11.431,8.030237654,6
S01010258,11.419,10.3021633,6
S01010259,11.505,11.80972419,6
S01010260,11.409,10.49024826,6
S01010261,11.52,12.86333007,6
S01010262,11.51,9.780775148,6
S01010263,11.402,9.127831081,6
S01010264,11.385,8.685647023,6
S01010265,11.371,5.604867534,6
S01010266,11.393,9.062666667,6
S01010267,11.369,8.244278689,6
S01010268,11.416,6.83045728,6
S01010269,11.419,6.11673221,6
S01010270,11.476,11.17898526,6
S01010271,11.386,7.923126623,6
S01010272,11.374,8.259202863,6
S01010273,11.321,7.332697269,6
S01010274,11.342,8.086227679,6
S01010275,11.359,6.17495,6
S01010276,11.347,8.220813192,6
S01010277,11.388,6.718467213,6
S01010278,11.401,7.576369231,6
S01010279,11.423,3.339690083,6
S01010280,11.363,6.436826309,6
S01010281,11.359,7.378838254,6
S01010282,11.426,6.820699283,6
S01010283,11.374,6.623571429,6
S01010284,11.436,9.65030652,6
S01010285,11.375,2.289856802,6
S01010286,11.403,5.609495082,6
S01010287,11.405,4.384761364,6
S01010288,11.399,4.261090686,6
S01010289,11.406,11.16458495,6
S01010290,11.438,9.700114469,6
S01010291,11.478,7.057609302,6
S01010292,11.489,6.902651685,6
S01010293,11.435,8.528420739,6
S01010294,11.47,6.499565217,6
S01010295,11.446,8.09201232,6
S01010296,11.413,9.950568524,6
S01010297,11.539,10.24810507,6
S01010298,11.506,4.409681818,6
S01010299,11.568,6.987434701,6
S01010300,11.482,7.501889722,6
S01010301,11.566,11.42390805,6
S01010302,11.582,10.25066143,6
S01010303,11.603,10.72722798,6
S01010304,11.679,9.91029059,6
S01010305,11.639,8.0044114,6
S01010306,11.581,8.095492021,6
S01010307,11.607,9.613209501,6
S01010308,11.533,6.906989744,6
S01010309,11.787,8.50721957,6
S01010310,11.81,6.020481586,6
S01010311,11.91,3.889320388,6
S01010312,11.917,8.927609447,6
S01010313,11.858,5.647912844,6
S01010314,11.76,8.426458333,6
S01010315,12.052,7.154577387,6
S01010316,11.823,9.495849609,6
S01010317,11.686,6.547265517,6
S01010318,11.797,11.18361146,6
S01010319,11.846,5.698558368,6
S01010320,11.827,4.502444444,6
S01010321,11.88,5.303584229,6
S01010322,11.731,8.087913424,6
S01010323,12.023,6.858743781,6
S01010324,12.354,8.846119895,6
S01010325,12.241,7.745308839,6
S01010326,12.035,5.947583587,6
S01010327,12.146,11.55358961,6
S01010328,12.167,6.928302374,6
S01010329,12.112,7.668123909,6
S01010330,12.611,12.33362745,6
S01010331,12.337,8.076435536,6
S01010332,12.46,12.56466434,6
S01010333,12.317,10.54502079,6
S01010334,12.427,12.71496764,6
S01010335,12.535,12.0489651,6
S01010336,12.861,14.36403349,6
S01010337,12.702,14.84000803,6
S01010338,12.682,14.89017643,6
S01010339,12.743,13.80748555,6
S01010340,12.454,10.68411569,6
S01010341,12.713,8.435812183,6
S01010342,12.577,9.243874408,6
S01010343,12.868,12.59730544,6
S01010344,12.874,19.20019565,6
S01010345,12.907,15.13062372,6
S01010346,12.499,9.421658677,6
S01010347,12.7,12.40979778,6
S01010348,12.766,9.433260204,6
S01010349,12.63,8.713482446,6
S01010350,12.456,10.60698421,6
S01010351,12.298,11.02562642,6
S01010352,12.319,8.359219368,6
S01010353,12.373,7.673064516,6
S01010354,12.274,8.696575716,6
S01010355,12.259,9.248985849,6
S01010356,12.202,9.790722141,6
S01010357,12.326,9.543623932,6
S01010358,11.947,6.228123515,6
S01010359,12.028,5.967840074,6
S01010360,12.056,8.155820106,6
S01010361,12.024,8.699623568,6
S01010362,11.937,6.860083014,6
S01010363,12.164,10.05702507,6
S01010364,12.095,10.94713934,6
S01010365,11.955,8.963538993,6
S01010366,12.029,10.80290732,6
S01010367,11.851,11.45856315,6
S01010368,11.731,8.980061728,6
S01010369,11.659,9.695749674,6
S01010370,11.673,10.43210345,6
S01010371,11.58,8.079047384,6
S01010372,11.62,11.07579395,6
S01010373,11.66,8.871997372,6
S01010374,11.563,5.408171053,6
S01010375,11.569,6.555988701,6
S01010376,11.503,7.374985876,6
S01010377,11.532,7.044417735,6
S01010378,11.554,6.365383562,6
S01010379,11.535,6.287690772,6
S01010380,11.54,5.85253112,6
S01010381,11.491,6.421657025,6
S01010382,11.552,6.01465,6
S01010383,11.572,6.633025915,6
S01010384,11.513,8.463966258,6
S01010385,11.547,6.905941943,6
S01010386,11.535,6.25008011,6
S01010387,11.559,6.695706731,6
S01010388,11.67,4.625600394,6
S01010389,11.655,10.2773092,6
S01010390,11.664,6.317927509,6
S01010391,11.705,6.429189786,6
S01010392,11.602,12.89153957,6
S01010393,11.65,6.840625626,6
S01010394,11.813,8.88098513,6
S01010395,11.693,8.20276839,6
S01010396,11.56,4.228131655,6
S01010397,11.588,3.559335793,6
S01010398,11.721,6.060777523,6
S01010399,11.759,5.914377413,6
S01010400,11.648,4.981653043,6
S01010401,11.634,2.755313808,6
S01010402,11.699,3.476867119,6
S01010403,11.722,5.899604247,6
S01010404,11.672,7.305184478,6
S01010405,11.664,8.630684411,6
S01010406,11.599,7.012789157,6
S01010407,11.556,5.162408027,6
S01010408,12.256,12.12915448,6
S01010409,12.336,11.62511331,6
S01010410,12.132,12.03116807,6
S01010411,12.074,12.0468433,6
S01010412,11.836,8.769100592,6
S01010413,12.04,8.523126751,6
S01010414,12.085,9.235719981,6
S01010415,11.821,9.289445535,6
S01010416,11.923,10.77903143,6
S01010417,11.91,10.40384052,6
S01010418,11.81,8.493283582,6
S01010419,11.785,8.846268882,6
S01010420,12.009,14.08633543,6
S01010421,11.921,13.11887795,6
S01010422,11.989,12.17341912,6
S01010423,11.927,10.11777677,6
S01010424,11.984,9.583357314,6
S01010425,12.139,10.63176841,6
S01010426,12.202,11.25699153,6
S01010427,12.495,3.277136752,6
S01010428,12.28,11.16654891,6
S01010429,12.233,10.14617076,6
S01010430,12.456,7.402277518,6
S01010431,12.127,13.94682857,6
S01010432,12.491,7.965414773,6
S01010433,12.503,3.570410959,6
S01010434,12.376,8.781986356,6
S01010435,12.616,7.643288644,6
S01010436,12.294,9.541208226,6
S01010437,12.724,11.99108618,6
S01010438,12.838,11.68847775,6
S01010439,12.93,10.7588286,6
S01010440,13.11,13.5899,6
S01010441,13.112,11.15108557,6
S01010442,12.722,8.377068151,6
S01010443,13.302,8.067972727,6
S01010444,13.154,8.841463504,6
S01010445,13.071,12.23703239,6
S01010446,13.221,10.95750298,6
S01010447,13.096,13.7010822,6
S01010448,12.976,10.24979045,6
S01010449,12.917,12.61329268,6
S01010450,13.013,13.78298851,6
S01010451,12.529,8.677335069,6
S01010452,12.72,10.28785978,6
S01010453,12.617,8.866167417,6
S01010454,12.865,10.13642773,6
S01010455,13.066,9.732085987,6
S01010456,12.918,12.73033186,6
S01010457,12.677,12.1018419,6
S01010458,12.637,10.9770428,6
S01010459,12.739,10.71779221,6
S01010460,12.397,10.82686572,6
S01010461,12.586,13.18642418,6
S01010462,12.644,11.64965517,6
S01010463,12.493,10.00581658,6
S01010464,12.51,12.08591603,6
S01010465,12.289,11.81906019,6
S01010466,12.298,8.436609784,6
S01010467,12.055,9.072208381,6
S01010468,12.165,9.81483667,6
S01010469,12.227,4.234731664,6
S01010470,12.664,11.17793103,6
S01010471,12.617,10.09153904,6
S01010472,12.587,12.83490403,6
S01010473,12.365,7.049034392,6
S01010474,12.305,8.280207317,6
S01010475,12.493,11.28574594,6
S01010476,12.3,8.947626431,6
S01010477,12.524,11.83069406,6
S01010478,13.053,13.46821393,6
S01010479,13.033,12.14264922,6
S01010480,12.869,12.00726726,6
S01010481,12.746,11.26925037,6
S01010482,12.772,10.95287783,6
S01010483,12.891,13.51531371,6
S01010484,12.835,11.8714,6
S01010485,13.205,11.03927485,6
S01010486,13.235,9.039478495,6
S01010487,13.183,13.80396782,6
S01010488,13.31,9.05642944,6
S01010489,13.376,9.561601711,6
S01010490,13.458,7.556795728,6
S01010491,13.51,8.28915011,6
S01010492,14.011,7.931834783,6
S01010493,13.561,7.11873783,6
S01010494,13.746,8.080421975,6
S01010495,13.596,8.285250583,6
S01010496,13.672,4.676862396,6
S01010497,14.296,7.436969292,6
S01010498,14.068,6.219511323,6
S01010499,13.841,4.807056075,6
S01010500,13.886,5.543961039,6
S01010501,14.017,6.532155172,6
S01010502,14.162,7.103119552,6
S01010503,13.779,4.933694656,6
S01010504,24.795,145.6515631,0
S01010505,38.637,100.7198029,1
S01010506,11.717,41.27523596,1
S01010507,4.343,6.376172457,1
S01010508,32.19,100.0693912,1
S01010509,7.162,29.4699172,1
S01010510,2.397,12.57939329,1
S01010511,2.515,12.08803448,2
S01010512,4.228,13.01936989,2
S01010513,3.286,10.32247718,2
S01010514,2.682,13.02947461,2
S01010515,2.892,14.28224969,2
S01010516,3.215,12.78835505,2
S01010517,2.446,11.07649482,2
S01010518,3.147,14.63445122,2
S01010519,3.11,12.83207553,2
S01010520,1.879,6.812465608,2
S01010521,2.107,6.928943433,2
S01010522,1.787,7.816904376,2
S01010523,2.223,10.67903339,2
S01010524,17.123,18.0694027,2
S01010525,19.661,25.245875,1
S01010526,14.816,5.499459459,2
S01010527,12.878,24.48969866,2
S01010528,18.893,21.32896845,2
S01010529,14.246,12.78760197,2
S01010530,31.291,31.2749812,2
S01010531,12.043,11.58019881,2
S01010532,15.196,31.07919659,2
S01010533,12.301,5.131285956,2
S01010534,14.274,6.347152542,2
S01010535,13.894,21.18174126,2
S01010536,11.49,7.004404481,3
S01010537,11.07,6.534163424,3
S01010538,12.648,9.298859649,3
S01010539,12.042,14.73306408,3
S01010540,14.255,18.50759554,3
S01010541,19.259,22.55453274,3
S01010542,17.354,21.83856768,3
S01010543,17.029,20.55669142,3
S01010544,12.496,8.604960137,3
S01010545,12.167,5.684844173,3
S01010546,11.703,4.595412562,3
S01010547,18.057,21.97120211,3
S01010548,17.411,21.07809647,3
S01010549,15.217,15.23401371,3
S01010550,18.472,14.40451402,3
S01010551,16.717,25.08419891,3
S01010552,17.897,36.65544168,3
S01010553,23.636,36.76462359,3
S01010554,17.242,7.85681701,3
S01010555,17.129,3.528181818,3
S01010556,17.18,8.594353198,3
S01010557,16.794,12.03646646,3
S01010558,16.95,10.38991875,3
S01010559,15.619,8.457534766,3
S01010560,15.458,7.734517345,3
S01010561,15.906,12.00809392,3
S01010562,17.677,10.82969904,3
S01010563,17.736,9.426252408,3
S01010564,17.928,12.34877,3
S01010565,17.947,12.20033639,3
S01010566,20.754,45.90713991,3
S01010567,9.195,20.16911778,3
S01010568,14.731,24.54560743,3
S01010569,13.005,21.6943562,3
S01010570,16.284,22.85496786,3
S01010571,6.622,10.71821198,4
S01010572,6.081,10.90436601,4
S01010573,6.218,10.82384831,4
S01010574,7.366,9.143017241,4
S01010575,8.152,7.779956268,4
S01010576,8.373,6.666313869,4
S01010577,5.526,14.5563929,4
S01010578,5.447,14.65211806,4
S01010579,6.374,15.90728261,4
S01010580,6.038,13.71001949,4
S01010581,6.97,10.40087644,4
S01010582,4.728,21.16783266,4
S01010583,5.495,21.38305781,4
S01010584,6.006,17.88562271,4
S01010585,6.249,23.67768957,4
S01010586,5.996,25.33268838,4
S01010587,5.027,20.35163028,4
S01010588,4.66,20.08874422,4
S01010589,4.682,19.00980242,4
S01010590,5.203,26.78333521,3
